id,file,algo,protocol,arch,opcode_count,nodes,edges,entropy
2430,sample_2430_arm.bin,ECDHE,DTLS,arm,127,20,15,5.09
2431,sample_2431_riscv.bin,3DES-CBC,WiFi,riscv,71,13,11,5.18
2432,sample_2432_z80.bin,SHA1,DTLS,z80,189,15,22,1.15
2433,sample_2433_risc.bin,AES-ECB,Bluetooth,risc,186,11,13,3.21
2434,sample_2434_risc.bin,DES-CBC,SSH,risc,66,14,22,4.26
2435,sample_2435_z80.bin,RC4-ECB,Bluetooth,z80,180,15,25,1.44
2436,sample_2436_z80.bin,Twofish-CBC,TLS,z80,154,6,25,2.89
2437,sample_2437_mips.bin,GCM,DTLS,mips,191,7,22,4.35
2438,sample_2438_arm.bin,ECDHE,SSH,arm,161,15,22,3.29
2439,sample_2439_mips.bin,DES-CBC,TLS,mips,69,10,19,1.02
2440,sample_2440_x86.bin,3DES-ECB,Bluetooth,x86,78,10,12,0.97
2441,sample_2441_z80.bin,RC4-ECB,SSH,z80,56,6,13,5.04
2442,sample_2442_x86.bin,Blowfish-ECB,DTLS,x86,117,14,17,2.94
2443,sample_2443_arm.bin,IDEA-CBC,TLS,arm,64,9,15,6.03
2444,sample_2444_z80.bin,GCM,DTLS,z80,151,15,15,2.16
2445,sample_2445_avr.bin,RC4-CBC,SSH,avr,150,13,19,7.4
2446,sample_2446_z80.bin,GCM,DTLS,z80,112,17,9,3.28
2447,sample_2447_mips.bin,Blowfish-ECB,DTLS,mips,178,9,13,6.69
2448,sample_2448_arm.bin,HMAC,TLS,arm,52,6,10,7.74
2449,sample_2449_mips.bin,RC4-CBC,WiFi,mips,118,20,21,3.91
2450,sample_2450_arm.bin,IDEA-ECB,WiFi,arm,194,6,20,5.8
2451,sample_2451_arm.bin,Blowfish-ECB,SSH,arm,94,14,14,3.67
2452,sample_2452_x86.bin,ECDSA,Bluetooth,x86,131,13,22,3.52
2453,sample_2453_x86.bin,3DES-CBC,DTLS,x86,154,11,13,1.4
2454,sample_2454_arm.bin,CAST-ECB,Bluetooth,arm,143,13,6,4.86
2455,sample_2455_risc.bin,3DES-ECB,WiFi,risc,162,15,9,6.59
2456,sample_2456_arm.bin,IDEA-CBC,WiFi,arm,192,9,8,5.54
2457,sample_2457_x86.bin,CHACHA20,SSH,x86,115,11,13,7.1
2458,sample_2458_x86.bin,Blowfish-ECB,SSH,x86,52,17,18,3.89
2459,sample_2459_risc.bin,AES-CBC,WiFi,risc,116,5,20,6.93
2460,sample_2460_arm.bin,ECDSA,DTLS,arm,90,15,17,0.16
2461,sample_2461_risc.bin,3DES-CBC,TLS,risc,57,18,23,7.32
2462,sample_2462_avr.bin,ECDHE,WiFi,avr,156,17,23,1.51
2463,sample_2463_mips.bin,CAST-ECB,TLS,mips,134,13,25,4.86
2464,sample_2464_x86.bin,Twofish-CBC,Bluetooth,x86,179,18,20,3.49
2465,sample_2465_riscv.bin,GCM,WiFi,riscv,181,16,22,1.49
2466,sample_2466_riscv.bin,RC4-ECB,TLS,riscv,128,17,21,1.3
2467,sample_2467_x86.bin,RSA,Bluetooth,x86,183,9,23,7.9
2468,sample_2468_z80.bin,SHA1,DTLS,z80,66,14,6,6.05
2469,sample_2469_avr.bin,CAST-ECB,TLS,avr,168,9,5,5.69
2470,sample_2470_mips.bin,SHA1,SSH,mips,134,13,11,4.11
2471,sample_2471_z80.bin,AES-CBC,TLS,z80,200,7,19,7.05
2472,sample_2472_mips.bin,SHA1,DTLS,mips,52,16,20,5.37
2473,sample_2473_risc.bin,AES-CBC,DTLS,risc,151,14,10,2.68
2474,sample_2474_z80.bin,AES-ECB,DTLS,z80,86,11,14,2.0
2475,sample_2475_x86.bin,DES-ECB,Bluetooth,x86,53,6,10,2.24
2476,sample_2476_avr.bin,Blowfish-CBC,SSH,avr,159,15,13,7.96
2477,sample_2477_arm.bin,CHACHA20,DTLS,arm,168,15,6,4.13
2478,sample_2478_risc.bin,3DES-CBC,Bluetooth,risc,173,8,22,1.69
2479,sample_2479_avr.bin,CAST-ECB,WiFi,avr,109,17,24,6.34
2480,sample_2480_arm.bin,HMAC,DTLS,arm,102,16,22,0.46
2481,sample_2481_x86.bin,GCM,DTLS,x86,107,14,22,4.22
2482,sample_2482_avr.bin,ECDSA,WiFi,avr,176,12,15,0.88
2483,sample_2483_risc.bin,CAST-ECB,TLS,risc,194,16,11,2.18
2484,sample_2484_mips.bin,3DES-ECB,SSH,mips,196,6,6,0.84
2485,sample_2485_arm.bin,RSA,WiFi,arm,133,9,13,5.68
2486,sample_2486_risc.bin,SHA256,DTLS,risc,115,9,16,5.59
2487,sample_2487_arm.bin,DES-CBC,TLS,arm,105,12,23,2.55
2488,sample_2488_z80.bin,CHACHA20,DTLS,z80,181,5,25,7.17
2489,sample_2489_avr.bin,SHA256,DTLS,avr,52,19,12,7.94
2490,sample_2490_riscv.bin,HMAC,WiFi,riscv,126,14,20,2.32
2491,sample_2491_mips.bin,IDEA-CBC,DTLS,mips,180,17,23,6.27
2492,sample_2492_risc.bin,SHA1,DTLS,risc,80,19,10,5.49
2493,sample_2493_arm.bin,ECDSA,DTLS,arm,51,9,13,1.48
2494,sample_2494_arm.bin,DES-CBC,WiFi,arm,103,17,8,1.45
2495,sample_2495_arm.bin,Twofish-ECB,SSH,arm,190,12,21,4.4
2496,sample_2496_avr.bin,IDEA-ECB,WiFi,avr,71,5,20,3.79
2497,sample_2497_avr.bin,IDEA-CBC,WiFi,avr,160,16,18,5.29
2498,sample_2498_riscv.bin,DES-CBC,DTLS,riscv,199,16,5,2.71
2499,sample_2499_z80.bin,3DES-CBC,Bluetooth,z80,196,19,12,8.0
2500,sample_2500_x86.bin,HMAC,TLS,x86,198,8,24,3.71
2501,sample_2501_z80.bin,Blowfish-CBC,TLS,z80,199,15,7,5.43
2502,sample_2502_avr.bin,DES-ECB,DTLS,avr,179,5,16,2.54
2503,sample_2503_risc.bin,SHA1,DTLS,risc,83,15,12,0.23
2504,sample_2504_risc.bin,CAST-CBC,Bluetooth,risc,61,12,25,0.21
2505,sample_2505_riscv.bin,Blowfish-CBC,WiFi,riscv,71,18,22,5.04
2506,sample_2506_z80.bin,CAST-ECB,Bluetooth,z80,129,12,15,6.9
2507,sample_2507_x86.bin,AES-CBC,TLS,x86,189,7,15,4.43
2508,sample_2508_z80.bin,GCM,Bluetooth,z80,165,13,20,7.74
2509,sample_2509_mips.bin,IDEA-CBC,DTLS,mips,189,20,8,2.9
2510,sample_2510_risc.bin,CAST-CBC,DTLS,risc,146,16,7,3.16
2511,sample_2511_mips.bin,DES-ECB,TLS,mips,131,11,25,6.81
2512,sample_2512_risc.bin,CAST-ECB,WiFi,risc,146,6,6,4.09
2513,sample_2513_x86.bin,RSA,TLS,x86,186,14,14,4.98
2514,sample_2514_z80.bin,DES-ECB,WiFi,z80,197,12,9,0.07
2515,sample_2515_mips.bin,Blowfish-CBC,WiFi,mips,57,20,14,3.77
2516,sample_2516_z80.bin,IDEA-CBC,TLS,z80,128,9,10,3.83
2517,sample_2517_arm.bin,Twofish-CBC,DTLS,arm,168,14,8,7.58
2518,sample_2518_z80.bin,CAST-CBC,SSH,z80,175,9,25,2.43
2519,sample_2519_riscv.bin,GCM,TLS,riscv,196,12,10,6.65
2520,sample_2520_avr.bin,Blowfish-CBC,SSH,avr,100,9,6,4.38
2521,sample_2521_x86.bin,Twofish-ECB,TLS,x86,64,7,22,5.5
2522,sample_2522_risc.bin,3DES-CBC,DTLS,risc,161,8,11,3.49
2523,sample_2523_x86.bin,Twofish-CBC,WiFi,x86,96,8,16,2.85
2524,sample_2524_riscv.bin,IDEA-CBC,DTLS,riscv,196,12,9,6.15
2525,sample_2525_avr.bin,ECDHE,SSH,avr,122,6,25,3.73
2526,sample_2526_z80.bin,CAST-ECB,DTLS,z80,114,7,18,5.17
2527,sample_2527_mips.bin,GCM,WiFi,mips,118,10,7,6.43
2528,sample_2528_riscv.bin,CAST-ECB,WiFi,riscv,194,15,21,3.57
2529,sample_2529_avr.bin,SHA256,TLS,avr,140,7,17,0.06
2530,sample_2530_risc.bin,IDEA-CBC,DTLS,risc,104,10,15,2.53
2531,sample_2531_avr.bin,CAST-ECB,DTLS,avr,173,13,18,7.16
2532,sample_2532_risc.bin,IDEA-CBC,SSH,risc,195,12,16,5.6
2533,sample_2533_x86.bin,DES-ECB,DTLS,x86,160,9,14,1.88
2534,sample_2534_riscv.bin,ECDSA,Bluetooth,riscv,87,17,24,3.85
2535,sample_2535_arm.bin,CAST-CBC,TLS,arm,57,9,15,6.6
2536,sample_2536_mips.bin,CAST-CBC,SSH,mips,70,12,16,4.01
2537,sample_2537_avr.bin,AES-CBC,Bluetooth,avr,154,19,12,0.94
2538,sample_2538_avr.bin,DES-ECB,DTLS,avr,127,20,14,0.03
2539,sample_2539_x86.bin,3DES-CBC,Bluetooth,x86,92,19,9,7.81
2540,sample_2540_z80.bin,3DES-ECB,DTLS,z80,131,14,22,2.67
2541,sample_2541_mips.bin,Twofish-ECB,Bluetooth,mips,140,7,5,7.08
2542,sample_2542_risc.bin,DES-CBC,DTLS,risc,150,20,5,6.35
2543,sample_2543_mips.bin,GCM,DTLS,mips,72,7,13,5.42
2544,sample_2544_x86.bin,AES-CBC,SSH,x86,194,5,23,4.12
2545,sample_2545_x86.bin,Twofish-CBC,WiFi,x86,126,15,18,1.41
2546,sample_2546_arm.bin,CHACHA20,SSH,arm,130,7,6,4.06
2547,sample_2547_x86.bin,ECDHE,SSH,x86,82,19,12,6.54
2548,sample_2548_risc.bin,SHA1,TLS,risc,98,11,11,6.81
2549,sample_2549_z80.bin,3DES-ECB,Bluetooth,z80,65,18,9,4.95
2550,sample_2550_x86.bin,Blowfish-ECB,Bluetooth,x86,188,9,22,1.42
2551,sample_2551_risc.bin,3DES-ECB,WiFi,risc,128,12,23,5.97
2552,sample_2552_x86.bin,IDEA-ECB,TLS,x86,131,7,11,3.29
2553,sample_2553_mips.bin,SHA1,SSH,mips,113,7,7,3.06
2554,sample_2554_z80.bin,RC4-CBC,WiFi,z80,51,13,20,3.49
2555,sample_2555_avr.bin,3DES-ECB,DTLS,avr,84,14,20,0.32
2556,sample_2556_arm.bin,SHA256,DTLS,arm,89,15,21,5.64
2557,sample_2557_z80.bin,DES-ECB,Bluetooth,z80,85,5,12,5.17
2558,sample_2558_mips.bin,SHA256,WiFi,mips,149,12,8,0.89
2559,sample_2559_arm.bin,IDEA-ECB,Bluetooth,arm,142,14,21,0.24
2560,sample_2560_avr.bin,Blowfish-CBC,DTLS,avr,60,13,9,6.52
2561,sample_2561_mips.bin,IDEA-CBC,TLS,mips,95,11,21,5.14
2562,sample_2562_arm.bin,CHACHA20,DTLS,arm,51,19,24,4.46
2563,sample_2563_avr.bin,Twofish-ECB,WiFi,avr,79,8,14,5.31
2564,sample_2564_arm.bin,CHACHA20,SSH,arm,156,14,24,5.32
2565,sample_2565_riscv.bin,DES-CBC,Bluetooth,riscv,199,5,13,5.73
2566,sample_2566_arm.bin,ECDSA,WiFi,arm,142,13,16,0.66
2567,sample_2567_riscv.bin,CAST-ECB,Bluetooth,riscv,85,15,19,4.96
2568,sample_2568_risc.bin,RC4-ECB,WiFi,risc,162,13,21,0.28
2569,sample_2569_avr.bin,RSA,Bluetooth,avr,153,11,6,5.49
2570,sample_2570_arm.bin,HMAC,SSH,arm,189,14,18,7.61
2571,sample_2571_z80.bin,3DES-CBC,TLS,z80,154,5,10,5.28
2572,sample_2572_risc.bin,ECDSA,WiFi,risc,81,15,7,2.59
2573,sample_2573_avr.bin,DES-ECB,TLS,avr,143,5,9,4.25
2574,sample_2574_risc.bin,Twofish-CBC,TLS,risc,125,8,23,3.23
2575,sample_2575_risc.bin,RC4-ECB,WiFi,risc,115,10,6,7.26
2576,sample_2576_z80.bin,3DES-CBC,DTLS,z80,151,20,8,3.68
2577,sample_2577_x86.bin,AES-ECB,TLS,x86,58,14,21,6.77
2578,sample_2578_z80.bin,ECDSA,WiFi,z80,121,16,13,5.47
2579,sample_2579_z80.bin,AES-CBC,WiFi,z80,97,20,21,1.09
2580,sample_2580_avr.bin,3DES-CBC,WiFi,avr,52,6,9,1.88
2581,sample_2581_riscv.bin,AES-ECB,TLS,riscv,197,5,15,7.59
2582,sample_2582_mips.bin,3DES-ECB,SSH,mips,112,18,17,0.19
2583,sample_2583_arm.bin,Twofish-CBC,Bluetooth,arm,111,9,9,3.55
2584,sample_2584_risc.bin,AES-CBC,WiFi,risc,108,8,16,3.83
2585,sample_2585_riscv.bin,CHACHA20,WiFi,riscv,177,19,10,0.42
2586,sample_2586_avr.bin,IDEA-CBC,SSH,avr,197,11,12,1.72
2587,sample_2587_riscv.bin,IDEA-ECB,DTLS,riscv,124,13,19,4.11
2588,sample_2588_arm.bin,IDEA-CBC,Bluetooth,arm,193,11,16,0.95
2589,sample_2589_z80.bin,DES-CBC,Bluetooth,z80,89,17,18,6.44
2590,sample_2590_z80.bin,CAST-ECB,TLS,z80,180,19,21,3.37
2591,sample_2591_risc.bin,CAST-ECB,WiFi,risc,156,12,22,7.44
2592,sample_2592_z80.bin,Twofish-ECB,DTLS,z80,87,15,8,4.41
2593,sample_2593_arm.bin,SHA256,TLS,arm,106,6,20,1.39
2594,sample_2594_risc.bin,CAST-CBC,WiFi,risc,163,20,10,1.38
2595,sample_2595_avr.bin,Blowfish-CBC,DTLS,avr,143,17,9,5.21
2596,sample_2596_avr.bin,RSA,SSH,avr,186,12,23,4.93
2597,sample_2597_riscv.bin,SHA256,WiFi,riscv,143,17,23,3.16
2598,sample_2598_x86.bin,AES-CBC,TLS,x86,118,9,21,4.42
2599,sample_2599_avr.bin,RC4-ECB,WiFi,avr,50,17,12,1.35
2600,sample_2600_riscv.bin,CHACHA20,TLS,riscv,96,9,5,0.16
2601,sample_2601_z80.bin,Twofish-CBC,TLS,z80,117,13,14,7.43
2602,sample_2602_mips.bin,CAST-ECB,DTLS,mips,153,10,19,2.58
2603,sample_2603_riscv.bin,AES-ECB,DTLS,riscv,187,5,10,2.25
2604,sample_2604_x86.bin,SHA256,DTLS,x86,156,10,13,1.34
2605,sample_2605_z80.bin,Twofish-ECB,TLS,z80,104,14,9,7.4
2606,sample_2606_avr.bin,RC4-CBC,Bluetooth,avr,183,5,17,5.03
2607,sample_2607_risc.bin,CAST-CBC,TLS,risc,135,14,8,7.43
2608,sample_2608_arm.bin,DES-CBC,WiFi,arm,98,20,9,5.5
2609,sample_2609_z80.bin,RC4-CBC,DTLS,z80,178,16,7,4.13
2610,sample_2610_avr.bin,ECDSA,WiFi,avr,119,5,10,4.39
2611,sample_2611_mips.bin,RC4-ECB,WiFi,mips,66,8,22,5.09
2612,sample_2612_risc.bin,ECDHE,SSH,risc,200,15,25,1.76
2613,sample_2613_x86.bin,Twofish-CBC,WiFi,x86,133,12,12,4.36
2614,sample_2614_mips.bin,SHA256,SSH,mips,160,14,24,3.93
2615,sample_2615_arm.bin,CAST-CBC,Bluetooth,arm,133,11,15,1.75
2616,sample_2616_mips.bin,DES-ECB,SSH,mips,79,12,7,7.94
2617,sample_2617_avr.bin,RC4-CBC,DTLS,avr,133,14,13,1.01
2618,sample_2618_x86.bin,Twofish-CBC,TLS,x86,138,15,6,7.16
2619,sample_2619_riscv.bin,AES-CBC,DTLS,riscv,123,20,25,5.04
2620,sample_2620_arm.bin,Twofish-CBC,DTLS,arm,76,5,22,3.15
2621,sample_2621_riscv.bin,Blowfish-ECB,TLS,riscv,51,19,23,2.99
2622,sample_2622_z80.bin,DES-CBC,WiFi,z80,70,14,7,2.93
2623,sample_2623_arm.bin,IDEA-ECB,WiFi,arm,64,17,17,0.09
2624,sample_2624_arm.bin,3DES-CBC,Bluetooth,arm,167,7,16,6.78
2625,sample_2625_avr.bin,3DES-CBC,Bluetooth,avr,104,19,20,7.68
2626,sample_2626_z80.bin,AES-CBC,SSH,z80,142,12,17,3.79
2627,sample_2627_arm.bin,HMAC,Bluetooth,arm,158,13,22,6.77
2628,sample_2628_risc.bin,CHACHA20,DTLS,risc,78,14,21,4.36
2629,sample_2629_arm.bin,IDEA-CBC,TLS,arm,165,16,17,3.26
2630,sample_2630_arm.bin,DES-ECB,WiFi,arm,121,7,18,4.13
2631,sample_2631_x86.bin,CHACHA20,DTLS,x86,133,13,8,0.83
2632,sample_2632_arm.bin,DES-CBC,SSH,arm,147,16,25,1.95
2633,sample_2633_arm.bin,HMAC,WiFi,arm,73,20,10,5.36
2634,sample_2634_mips.bin,RSA,SSH,mips,138,8,11,3.88
2635,sample_2635_x86.bin,DES-CBC,DTLS,x86,189,14,15,2.31
2636,sample_2636_mips.bin,DES-CBC,SSH,mips,166,14,7,4.65
2637,sample_2637_risc.bin,DES-ECB,TLS,risc,75,12,17,1.52
2638,sample_2638_riscv.bin,RC4-CBC,TLS,riscv,83,19,13,7.55
2639,sample_2639_z80.bin,RC4-CBC,TLS,z80,82,6,13,4.71
2640,sample_2640_arm.bin,3DES-CBC,Bluetooth,arm,77,8,20,2.29
2641,sample_2641_arm.bin,CAST-CBC,TLS,arm,199,11,15,2.93
2642,sample_2642_arm.bin,GCM,SSH,arm,108,19,5,7.06
2643,sample_2643_z80.bin,Blowfish-CBC,SSH,z80,74,16,20,6.25
2644,sample_2644_z80.bin,RSA,WiFi,z80,186,19,17,0.4
2645,sample_2645_riscv.bin,AES-CBC,WiFi,riscv,84,18,10,3.39
2646,sample_2646_riscv.bin,DES-ECB,TLS,riscv,181,17,8,4.29
2647,sample_2647_avr.bin,CAST-CBC,Bluetooth,avr,176,6,11,5.69
2648,sample_2648_riscv.bin,RC4-ECB,SSH,riscv,158,18,14,6.46
2649,sample_2649_riscv.bin,GCM,Bluetooth,riscv,149,17,23,6.07
2650,sample_2650_risc.bin,DES-ECB,TLS,risc,169,6,17,0.56
2651,sample_2651_arm.bin,3DES-ECB,DTLS,arm,156,15,19,0.57
2652,sample_2652_arm.bin,CHACHA20,Bluetooth,arm,50,8,8,7.7
2653,sample_2653_z80.bin,CAST-ECB,WiFi,z80,143,5,7,5.07
2654,sample_2654_risc.bin,DES-CBC,WiFi,risc,117,20,15,2.43
2655,sample_2655_mips.bin,HMAC,SSH,mips,127,15,16,2.39
2656,sample_2656_z80.bin,Blowfish-CBC,WiFi,z80,190,7,5,6.92
2657,sample_2657_riscv.bin,GCM,DTLS,riscv,154,7,21,6.07
2658,sample_2658_avr.bin,RSA,DTLS,avr,101,17,8,4.49
2659,sample_2659_riscv.bin,Twofish-ECB,TLS,riscv,138,10,6,6.36
2660,sample_2660_arm.bin,ECDSA,DTLS,arm,50,13,15,3.35
2661,sample_2661_z80.bin,AES-CBC,TLS,z80,82,16,6,7.45
2662,sample_2662_arm.bin,Twofish-ECB,TLS,arm,147,9,21,5.51
2663,sample_2663_riscv.bin,Blowfish-CBC,Bluetooth,riscv,134,14,5,3.32
2664,sample_2664_mips.bin,Twofish-CBC,Bluetooth,mips,157,12,10,2.94
2665,sample_2665_x86.bin,SHA1,DTLS,x86,141,11,16,7.81
2666,sample_2666_avr.bin,Twofish-ECB,Bluetooth,avr,91,16,18,2.32
2667,sample_2667_risc.bin,3DES-ECB,DTLS,risc,184,8,14,2.27
2668,sample_2668_mips.bin,3DES-ECB,SSH,mips,140,20,15,4.11
2669,sample_2669_riscv.bin,AES-CBC,DTLS,riscv,53,10,6,7.22
2670,sample_2670_mips.bin,Blowfish-ECB,SSH,mips,136,12,9,2.78
2671,sample_2671_avr.bin,SHA1,DTLS,avr,112,10,22,2.1
2672,sample_2672_arm.bin,IDEA-CBC,SSH,arm,142,14,19,5.3
2673,sample_2673_risc.bin,IDEA-CBC,DTLS,risc,190,12,15,3.46
2674,sample_2674_z80.bin,AES-CBC,Bluetooth,z80,159,13,16,7.76
2675,sample_2675_avr.bin,IDEA-CBC,DTLS,avr,105,10,13,2.1
2676,sample_2676_risc.bin,Twofish-CBC,WiFi,risc,90,5,16,5.94
2677,sample_2677_x86.bin,AES-CBC,SSH,x86,117,9,16,2.09
2678,sample_2678_x86.bin,SHA1,TLS,x86,140,6,10,4.86
2679,sample_2679_avr.bin,RSA,SSH,avr,198,15,22,1.38
2680,sample_2680_x86.bin,Twofish-CBC,TLS,x86,94,17,18,5.53
2681,sample_2681_mips.bin,3DES-CBC,Bluetooth,mips,62,19,21,0.88
2682,sample_2682_riscv.bin,GCM,SSH,riscv,157,18,21,1.44
2683,sample_2683_avr.bin,RC4-CBC,DTLS,avr,122,9,8,2.4
2684,sample_2684_avr.bin,GCM,WiFi,avr,59,12,25,2.78
2685,sample_2685_risc.bin,ECDHE,SSH,risc,186,11,5,7.9
2686,sample_2686_riscv.bin,RC4-ECB,WiFi,riscv,187,8,13,6.66
2687,sample_2687_arm.bin,IDEA-CBC,TLS,arm,158,14,24,0.09
2688,sample_2688_z80.bin,3DES-CBC,SSH,z80,164,16,17,6.52
2689,sample_2689_risc.bin,AES-ECB,TLS,risc,98,5,14,4.83
2690,sample_2690_avr.bin,CAST-CBC,SSH,avr,186,18,11,2.17
2691,sample_2691_arm.bin,SHA1,SSH,arm,64,12,19,3.32
2692,sample_2692_x86.bin,RC4-ECB,WiFi,x86,131,10,10,5.92
2693,sample_2693_x86.bin,RC4-ECB,SSH,x86,144,6,23,4.57
2694,sample_2694_mips.bin,CAST-ECB,TLS,mips,115,5,20,7.47
2695,sample_2695_arm.bin,DES-CBC,SSH,arm,79,5,13,2.2
2696,sample_2696_avr.bin,GCM,Bluetooth,avr,184,19,25,2.52
2697,sample_2697_mips.bin,RC4-ECB,Bluetooth,mips,136,8,10,6.97
2698,sample_2698_arm.bin,HMAC,Bluetooth,arm,155,20,11,0.28
2699,sample_2699_risc.bin,SHA1,WiFi,risc,175,15,25,5.79
2700,sample_2700_riscv.bin,RC4-CBC,WiFi,riscv,137,11,9,1.74
2701,sample_2701_avr.bin,AES-CBC,Bluetooth,avr,196,16,6,1.65
2702,sample_2702_risc.bin,CAST-CBC,Bluetooth,risc,161,13,22,0.01
2703,sample_2703_riscv.bin,AES-ECB,Bluetooth,riscv,181,18,24,1.45
2704,sample_2704_arm.bin,3DES-CBC,TLS,arm,86,8,12,4.62
2705,sample_2705_z80.bin,GCM,DTLS,z80,60,12,7,7.45
2706,sample_2706_z80.bin,ECDSA,DTLS,z80,58,14,24,6.37
2707,sample_2707_avr.bin,3DES-ECB,WiFi,avr,130,7,12,5.08
2708,sample_2708_x86.bin,SHA256,SSH,x86,74,9,18,6.36
2709,sample_2709_risc.bin,SHA256,SSH,risc,62,19,10,1.48
2710,sample_2710_riscv.bin,DES-ECB,Bluetooth,riscv,132,8,8,3.84
2711,sample_2711_arm.bin,AES-CBC,DTLS,arm,141,8,13,3.22
2712,sample_2712_riscv.bin,3DES-CBC,SSH,riscv,81,16,21,1.97
2713,sample_2713_z80.bin,DES-ECB,Bluetooth,z80,76,17,24,3.07
2714,sample_2714_mips.bin,GCM,WiFi,mips,97,19,14,1.04
2715,sample_2715_mips.bin,IDEA-CBC,DTLS,mips,126,20,22,0.72
2716,sample_2716_arm.bin,Twofish-ECB,SSH,arm,176,14,17,0.65
2717,sample_2717_z80.bin,RSA,SSH,z80,118,11,6,0.35
2718,sample_2718_avr.bin,Blowfish-CBC,TLS,avr,55,20,16,5.37
2719,sample_2719_arm.bin,DES-ECB,Bluetooth,arm,57,14,5,3.05
2720,sample_2720_x86.bin,IDEA-CBC,DTLS,x86,97,13,20,1.18
2721,sample_2721_z80.bin,3DES-ECB,TLS,z80,136,12,14,5.68
2722,sample_2722_arm.bin,3DES-CBC,TLS,arm,79,7,7,7.24
2723,sample_2723_z80.bin,CAST-ECB,Bluetooth,z80,97,20,6,7.98
2724,sample_2724_avr.bin,IDEA-ECB,SSH,avr,123,15,14,7.75
2725,sample_2725_x86.bin,3DES-CBC,TLS,x86,192,19,8,3.89
2726,sample_2726_arm.bin,IDEA-ECB,DTLS,arm,134,5,14,2.97
2727,sample_2727_risc.bin,RC4-CBC,SSH,risc,108,17,6,5.48
2728,sample_2728_arm.bin,GCM,SSH,arm,108,16,24,5.51
2729,sample_2729_risc.bin,3DES-CBC,WiFi,risc,165,5,23,2.21
2730,sample_2730_z80.bin,CAST-ECB,WiFi,z80,74,12,17,1.33
2731,sample_2731_x86.bin,RC4-ECB,SSH,x86,175,6,8,6.56
2732,sample_2732_arm.bin,CAST-ECB,Bluetooth,arm,78,9,9,4.64
2733,sample_2733_arm.bin,SHA1,Bluetooth,arm,112,13,16,4.55
2734,sample_2734_riscv.bin,SHA1,WiFi,riscv,164,6,24,7.56
2735,sample_2735_riscv.bin,Twofish-CBC,DTLS,riscv,145,10,10,2.13
2736,sample_2736_avr.bin,CAST-ECB,DTLS,avr,173,16,25,1.89
2737,sample_2737_risc.bin,AES-CBC,WiFi,risc,119,19,6,5.69
2738,sample_2738_arm.bin,CAST-CBC,SSH,arm,171,14,23,6.79
2739,sample_2739_mips.bin,ECDSA,TLS,mips,138,13,16,5.77
2740,sample_2740_riscv.bin,Twofish-ECB,TLS,riscv,135,5,13,3.6
2741,sample_2741_mips.bin,IDEA-CBC,Bluetooth,mips,66,18,18,0.28
2742,sample_2742_x86.bin,HMAC,WiFi,x86,108,9,7,2.93
2743,sample_2743_avr.bin,RC4-CBC,TLS,avr,164,5,5,4.81
2744,sample_2744_arm.bin,RC4-ECB,TLS,arm,167,20,16,1.14
2745,sample_2745_arm.bin,AES-ECB,WiFi,arm,92,6,13,6.67
2746,sample_2746_z80.bin,ECDSA,SSH,z80,145,14,9,5.79
2747,sample_2747_riscv.bin,RSA,SSH,riscv,108,15,11,6.1
2748,sample_2748_risc.bin,AES-CBC,TLS,risc,88,15,6,3.67
2749,sample_2749_riscv.bin,GCM,DTLS,riscv,59,8,22,3.85
2750,sample_2750_risc.bin,ECDSA,TLS,risc,58,5,25,2.63
2751,sample_2751_z80.bin,SHA256,SSH,z80,114,15,11,4.5
2752,sample_2752_avr.bin,DES-CBC,Bluetooth,avr,142,5,19,2.36
2753,sample_2753_arm.bin,DES-ECB,SSH,arm,83,8,8,1.99
2754,sample_2754_risc.bin,ECDHE,DTLS,risc,77,18,22,6.07
2755,sample_2755_risc.bin,Twofish-ECB,DTLS,risc,119,7,8,3.35
2756,sample_2756_arm.bin,SHA1,SSH,arm,134,9,24,5.05
2757,sample_2757_arm.bin,3DES-CBC,SSH,arm,72,8,23,5.8
2758,sample_2758_mips.bin,DES-CBC,WiFi,mips,114,8,21,3.15
2759,sample_2759_x86.bin,DES-ECB,DTLS,x86,144,8,12,7.54
2760,sample_2760_arm.bin,DES-ECB,SSH,arm,91,15,10,2.23
2761,sample_2761_z80.bin,DES-CBC,Bluetooth,z80,131,20,21,1.71
2762,sample_2762_riscv.bin,DES-CBC,DTLS,riscv,166,15,13,4.13
2763,sample_2763_arm.bin,CHACHA20,Bluetooth,arm,64,6,15,2.87
2764,sample_2764_riscv.bin,SHA1,Bluetooth,riscv,78,16,10,3.6
2765,sample_2765_avr.bin,IDEA-ECB,DTLS,avr,84,7,21,0.38
2766,sample_2766_riscv.bin,CAST-ECB,DTLS,riscv,57,11,11,5.99
2767,sample_2767_mips.bin,ECDHE,Bluetooth,mips,99,16,8,1.27
2768,sample_2768_x86.bin,SHA1,WiFi,x86,112,14,10,1.23
2769,sample_2769_arm.bin,DES-ECB,DTLS,arm,80,13,13,0.14
2770,sample_2770_riscv.bin,IDEA-ECB,DTLS,riscv,73,20,21,5.67
2771,sample_2771_x86.bin,SHA1,TLS,x86,53,8,24,6.44
2772,sample_2772_x86.bin,DES-ECB,WiFi,x86,176,5,15,7.3
2773,sample_2773_riscv.bin,IDEA-ECB,Bluetooth,riscv,122,10,10,4.53
2774,sample_2774_x86.bin,3DES-ECB,Bluetooth,x86,85,5,17,1.65
